OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary,FSQ_Category_ID,FSQ_Category_Label,Match_Confidence_Score
parasailing_ride_service,Sports & Recreation,Sports & Recreation,Sports and Recreation,18011,Sports and Recreation > Curling Ice,0.206
swimming_pool,Sports & Recreation,Sports & Recreation,Sports and Recreation,18075,Sports and Recreation > Water Sports > Swimming > Swimming Pool,1.000
laser_tag,Sports & Recreation,Sports & Recreation,Sports and Recreation,18006,Sports and Recreation > Basketball,0.211
trailer_rentals,Sports & Recreation,Sports & Recreation,Sports and Recreation,18067,Sports and Recreation > Water Sports,0.207
ski_area,Sports & Recreation,Sports & Recreation,Sports and Recreation,18061,Sports and Recreation > Snow Sports > Ski Resort and Area,0.637
aerial_tours,Sports & Recreation,Sports & Recreation,Sports and Recreation,18008,Sports and Recreation > Basketball > Basketball Court,0.229
esports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation,18065,Sports and Recreation > Sports Club,0.243
rock_climbing_instructor,Sports & Recreation,Sports & Recreation,Sports and Recreation,18071,Sports and Recreation > Water Sports > Scuba Diving Instructor,0.489
rugby_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18049,Sports and Recreation > Rugby,0.950
squash_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18044,Sports and Recreation > Racquet Sports > Squash Court,1.000
handball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18008,Sports and Recreation > Basketball > Basketball Court,0.593
soccer_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18063,Sports and Recreation > Soccer > Soccer Club,1.000
skate_park,Sports & Recreation,Sports & Recreation,Sports and Recreation,18055,Sports and Recreation > Skating > Skate Park,1.000
horse_boarding,Sports & Recreation,Sports & Recreation,Sports and Recreation,18054,Sports and Recreation > Skating,0.190
courthouse,Sports & Recreation,Sports & Recreation,Sports and Recreation,18080,Sports and Recreation > Race Track > Racecourse,0.240
rock_climbing_spot,Sports & Recreation,Sports & Recreation,Sports and Recreation,18023,Sports and Recreation > Gym and Studio > Climbing Gym,0.440
mountain_bike_parks,Sports & Recreation,Sports & Recreation,Sports and Recreation,18079,Sports and Recreation > Hunting Area,0.206
golf_cart_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18016,Sports and Recreation > Golf,0.950
ski_resort,Sports & Recreation,Sports & Recreation,Sports and Recreation,18061,Sports and Recreation > Snow Sports > Ski Resort and Area,0.950
soccer_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18062,Sports and Recreation > Soccer,0.950
sledding_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental,0.395
amateur_sports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation,18067,Sports and Recreation > Water Sports,0.484
equestrian_facility,Sports & Recreation,Sports & Recreation,Sports and Recreation,18012,Sports and Recreation > Equestrian Facility,1.000
sports_wear,Sports & Recreation,Sports & Recreation,Sports and Recreation,18065,Sports and Recreation > Sports Club,0.555
snorkeling,Sports & Recreation,Sports & Recreation,Sports and Recreation,18054,Sports and Recreation > Skating,0.235
bounce_house_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental,0.395
adventure_sports_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18048,Sports and Recreation > Recreation Center,0.568
golf_course,Sports & Recreation,Sports & Recreation,Sports and Recreation,18018,Sports and Recreation > Golf > Golf Course,1.000
trampoline_park,Sports & Recreation,Sports & Recreation,Sports and Recreation,18055,Sports and Recreation > Skating > Skate Park,0.524
wildlife_hunting_range,Sports & Recreation,Sports & Recreation,Sports and Recreation,18079,Sports and Recreation > Hunting Area,0.435
basketball_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18006,Sports and Recreation > Basketball,0.950
roller_skating_rink,Sports & Recreation,Sports & Recreation,Sports and Recreation,18054,Sports and Recreation > Skating,0.950
scuba_diving_instruction,Sports & Recreation,Sports & Recreation,Sports and Recreation,18071,Sports and Recreation > Water Sports > Scuba Diving Instructor,0.774
axe_throwing,Sports & Recreation,Sports & Recreation,Sports and Recreation,18054,Sports and Recreation > Skating,0.211
rowing_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18052,Sports and Recreation > Running and Track > Running Club,0.613
badminton_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18041,Sports and Recreation > Racquet Sports > Badminton Court,1.000
basketball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18008,Sports and Recreation > Basketball > Basketball Court,1.000
miniature_golf_course,Sports & Recreation,Sports & Recreation,Sports and Recreation,18016,Sports and Recreation > Golf,0.950
track_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18053,Sports and Recreation > Running and Track > Track,0.950
bubble_soccer_field,Sports & Recreation,Sports & Recreation,Sports and Recreation,18062,Sports and Recreation > Soccer,0.950
sailing_area,Sports & Recreation,Sports & Recreation,Sports and Recreation,18086,Sports and Recreation > Fishing Area,0.600
indoor_golf_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18016,Sports and Recreation > Golf,0.950
airsoft_fields,Sports & Recreation,Sports & Recreation,Sports and Recreation,18037,Sports and Recreation > Paintball Field,0.248
beach_volleyball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18066,Sports and Recreation > Volleyball Court,0.950
climbing_service,Sports & Recreation,Sports & Recreation,Sports and Recreation,18023,Sports and Recreation > Gym and Studio > Climbing Gym,0.557
horse_riding,Sports & Recreation,Sports & Recreation,Sports and Recreation,18034,Sports and Recreation > Hockey > Hockey Rink,0.243
ice_skating_rink,Sports & Recreation,Sports & Recreation,Sports and Recreation,18054,Sports and Recreation > Skating,0.950
skating_rink,Sports & Recreation,Sports & Recreation,Sports and Recreation,18056,Sports and Recreation > Skating > Skating Rink,1.000
esports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18065,Sports and Recreation > Sports Club,0.288
hockey_field,Sports & Recreation,Sports & Recreation,Sports and Recreation,18033,Sports and Recreation > Hockey > Hockey Field,1.000
hunting_and_fishing_supplies,Sports & Recreation,Sports & Recreation,Sports and Recreation,18079,Sports and Recreation > Hunting Area,0.400
football_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18013,Sports and Recreation > Football,0.950
fishing_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18070,Sports and Recreation > Water Sports > Sailing Club,0.600
ski_and_snowboard_school,Sports & Recreation,Sports & Recreation,Sports and Recreation,18076,Sports and Recreation > Water Sports > Swimming > Swim School,0.406
race_track,Sports & Recreation,Sports & Recreation,Sports and Recreation,18039,Sports and Recreation > Race Track,1.000
soccer_field,Sports & Recreation,Sports & Recreation,Sports and Recreation,18064,Sports and Recreation > Soccer > Soccer Field,1.000
surfing_school,Sports & Recreation,Sports & Recreation,Sports and Recreation,18072,Sports and Recreation > Water Sports > Surfing,0.950
shooting_range,Sports & Recreation,Sports & Recreation,Sports and Recreation,18020,Sports and Recreation > Gun Range,0.543
sports_club_and_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18065,Sports and Recreation > Sports Club,0.950
paddle_tennis_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18045,Sports and Recreation > Racquet Sports > Tennis,0.950
data_recovery,Technology & IT,Technology & IT,Business and Professional Services,11026,Business and Professional Services > Child Care Service > Daycare,0.200
credit_and_debt_counseling,Technology & IT,Technology & IT,Business and Professional Services,11050,Business and Professional Services > Financial Service > Credit Counseling and Bankruptcy Service,0.506
web_hosting_service,Technology & IT,Technology & IT,Business and Professional Services,11178,Business and Professional Services > Welding Service,0.506
home_network_installation,Technology & IT,Technology & IT,Business and Professional Services,11088,Business and Professional Services > Home Improvement Service > Home Inspection,0.440
biotechnology_company,Technology & IT,Technology & IT,Business and Professional Services,11123,Business and Professional Services > Mobile Company,0.551
software_development,Technology & IT,Technology & IT,Business and Professional Services,11168,Business and Professional Services > Technology Business > Software Company,0.567
attraction_farm,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16014,Landmarks and Outdoors > Farm,0.950
scooter_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16030,Landmarks and Outdoors > Other Great Outdoors,0.242
whale_watching_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16001,Landmarks and Outdoors > Bathing Area,0.200
beer_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16030,Landmarks and Outdoors > Other Great Outdoors,0.213
lighthouse,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16024,Landmarks and Outdoors > Lighthouse,1.000
fountain,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16016,Landmarks and Outdoors > Fountain,1.000
historical_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16007,Landmarks and Outdoors > Structure,0.224
wine_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16004,Landmarks and Outdoors > Bike Trail,0.200
palace,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16031,Landmarks and Outdoors > Palace,1.000
memorial_park,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16032,Landmarks and Outdoors > Park,0.950
atv_rentals_and_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16000,Landmarks and Outdoors,0.223
attractions_and_activities,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16061,Landmarks and Outdoors > States and Municipalities,0.220
sculpture_statue,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16047,Landmarks and Outdoors > Sculpture Garden,0.600
monument,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16026,Landmarks and Outdoors > Monument,1.000
lookout,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16046,Landmarks and Outdoors > Scenic Lookout,0.950
walking_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16024,Landmarks and Outdoors > Lighthouse,0.243
fort,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16015,Landmarks and Outdoors > Forest,0.320
tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16024,Landmarks and Outdoors > Lighthouse,0.213
visitor_center,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16069,Landmarks and Outdoors > Tree,0.178
landmark_and_historical_building,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16006,Landmarks and Outdoors > Bridge,0.275
bus_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16007,Landmarks and Outdoors > Structure,0.178
boat_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16055,Landmarks and Outdoors > Boat Launch,0.529
castle,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16011,Landmarks and Outdoors > Castle,1.000
bike_tours,Tourism & Attractions,Tourism & Attractions,Landmarks and Outdoors,16004,Landmarks and Outdoors > Bike Trail,0.580
business_storage_and_transportation,Transportation,Transportation,Travel and Transportation,19023,Travel and Transportation > Port,0.950
transport_interchange,Transportation,Transportation,Travel and Transportation,19023,Travel and Transportation > Port,0.950
seaplane_bases,Transportation,Transportation,Travel and Transportation,19062,Travel and Transportation > Transport Hub > Airport > Plane,0.950
railroad_freight,Transportation,Transportation,Travel and Transportation,19060,Travel and Transportation > Road,0.950
sport_equipment_rentals,Transportation,Transportation,Travel and Transportation,19023,Travel and Transportation > Port,0.950
airport_shuttles,Transportation,Transportation,Travel and Transportation,19023,Travel and Transportation > Port,0.950
importers,Transportation,Transportation,Travel and Transportation,19023,Travel and Transportation > Port,0.950
heliports,Transportation,Transportation,Travel and Transportation,19023,Travel and Transportation > Port,0.950
ferry_service,Transportation,Transportation,Travel and Transportation,19036,Travel and Transportation > Transport Hub > Airport > Airport Service,0.586
ride_sharing,Transportation,Transportation,Travel and Transportation,19004,Travel and Transportation > Border Crossing,0.237
bus_station,Transportation,Transportation,Travel and Transportation,19042,Travel and Transportation > Transport Hub > Bus Station,1.000
balloon_ports,Transportation,Transportation,Travel and Transportation,19023,Travel and Transportation > Port,0.950
train_station,Transportation,Transportation,Travel and Transportation,19066,Travel and Transportation > Train,0.950
railway_service,Transportation,Transportation,Travel and Transportation,19036,Travel and Transportation > Transport Hub > Airport > Airport Service,0.567
parking,Transportation,Transportation,Travel and Transportation,19020,Travel and Transportation > Parking,1.000
disability_services_and_support_organization,Transportation,Transportation,Travel and Transportation,19023,Travel and Transportation > Port,0.950
major_airports,Transportation,Transportation,Travel and Transportation,19023,Travel and Transportation > Port,0.950
gliderports,Transportation,Transportation,Travel and Transportation,19023,Travel and Transportation > Port,0.950
railway_ticket_agent,Transportation,Transportation,Travel and Transportation,19070,Travel and Transportation > Transport Hub > Airport > Airport Ticket Counter,0.429
limo_services,Transportation,Transportation,Travel and Transportation,19053,Travel and Transportation > Transportation Service > Limo Service,0.950
transportation,Transportation,Transportation,Travel and Transportation,19000,Travel and Transportation,0.950
airline,Transportation,Transportation,Travel and Transportation,19020,Travel and Transportation > Parking,0.229
ferry_boat_company,Transportation,Transportation,Travel and Transportation,19064,Travel and Transportation > Boat or Ferry,0.529
taxi_service,Transportation,Transportation,Travel and Transportation,19068,Travel and Transportation > Transportation Service > Taxi,0.950
airlines,Transportation,Transportation,Travel and Transportation,19035,Travel and Transportation > Transport Hub > Airport > Airport Lounge,0.218
